external_tx_id,user_ref,occurred_at,amount,direction,category,description,currency
SYN-LARGE-04321,syn-user-0022,2025-04-28T13:56:04Z,3778.58,debit,Transport,Transport expense,LKR
SYN-LARGE-04322,syn-user-0247,2025-01-18T16:35:25Z,18535.80,debit,Food,Food expense,LKR
SYN-LARGE-04323,syn-user-0213,2025-04-17T21:36:33Z,30627.91,debit,Debt,Debt expense,LKR
SYN-LARGE-04324,syn-user-0248,2025-03-23T08:16:51Z,46244.48,debit,Travel,Travel expense,LKR
SYN-LARGE-04325,syn-user-0081,2026-02-17T11:36:52Z,36117.52,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04326,syn-user-0058,2025-08-31T15:07:27Z,19172.83,debit,Debt,Debt expense,LKR
SYN-LARGE-04327,syn-user-0005,2025-05-01T22:00:30Z,67318.73,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04328,syn-user-0003,2025-01-10T21:19:21Z,26403.48,debit,Housing,Housing expense,LKR
SYN-LARGE-04329,syn-user-0041,2025-03-18T06:05:46Z,10694.93,debit,Transport,Transport expense,LKR
SYN-LARGE-04330,syn-user-0251,2025-07-04T14:33:31Z,2216.65,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04331,syn-user-0071,2025-12-04T14:25:26Z,4388.84,debit,Food,Food expense,LKR
SYN-LARGE-04332,syn-user-0068,2025-08-27T17:10:25Z,54656.19,debit,Housing,Housing expense,LKR
SYN-LARGE-04333,syn-user-0293,2025-08-18T07:14:55Z,31198.62,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04334,syn-user-0204,2025-01-29T12:12:00Z,14005.13,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04335,syn-user-0294,2025-07-10T13:44:35Z,6528.59,debit,Education,Education expense,LKR
SYN-LARGE-04336,syn-user-0111,2025-07-23T07:50:05Z,5784.93,debit,Savings,Savings expense,LKR
SYN-LARGE-04337,syn-user-0133,2025-06-21T10:25:31Z,9024.99,debit,Debt,Debt expense,LKR
SYN-LARGE-04338,syn-user-0039,2025-05-18T09:39:40Z,32774.94,debit,Travel,Travel expense,LKR
SYN-LARGE-04339,syn-user-0236,2025-01-04T19:31:38Z,268098.23,credit,Salary,Salary transaction,LKR
SYN-LARGE-04340,syn-user-0248,2025-12-09T08:36:08Z,2372.34,credit,Refund,Refund transaction,LKR
SYN-LARGE-04341,syn-user-0024,2025-03-03T17:08:15Z,8921.07,debit,Transport,Transport expense,LKR
SYN-LARGE-04342,syn-user-0117,2025-12-27T06:53:17Z,7024.47,credit,Refund,Refund transaction,LKR
SYN-LARGE-04343,syn-user-0295,2025-11-28T22:10:37Z,23834.13,debit,Education,Education expense,LKR
SYN-LARGE-04344,syn-user-0053,2025-06-25T16:51:07Z,73141.57,debit,Savings,Savings expense,LKR
SYN-LARGE-04345,syn-user-0040,2025-08-08T08:18:38Z,29951.79,debit,Debt,Debt expense,LKR
SYN-LARGE-04346,syn-user-0085,2025-01-10T20:19:44Z,14035.63,debit,Education,Education expense,LKR
SYN-LARGE-04347,syn-user-0057,2026-02-10T20:52:15Z,5536.86,debit,Transport,Transport expense,LKR
SYN-LARGE-04348,syn-user-0299,2025-07-30T08:33:59Z,44770.11,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04349,syn-user-0280,2025-05-02T21:46:28Z,5555.12,debit,Transport,Transport expense,LKR
SYN-LARGE-04350,syn-user-0121,2026-01-24T20:30:10Z,21540.12,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04351,syn-user-0133,2025-06-02T16:55:19Z,23767.53,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04352,syn-user-0237,2025-09-23T18:23:30Z,5778.94,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04353,syn-user-0057,2025-06-22T22:55:43Z,5523.37,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04354,syn-user-0023,2026-03-04T13:17:59Z,1179.69,credit,Refund,Refund transaction,LKR
SYN-LARGE-04355,syn-user-0274,2025-11-28T21:37:55Z,16909.30,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04356,syn-user-0215,2025-01-26T06:38:04Z,44678.34,debit,Housing,Housing expense,LKR
SYN-LARGE-04357,syn-user-0215,2025-12-24T10:18:56Z,6674.40,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04358,syn-user-0086,2025-07-27T14:38:09Z,3199.53,debit,Transport,Transport expense,LKR
SYN-LARGE-04359,syn-user-0017,2025-04-24T08:45:17Z,12314.48,debit,Debt,Debt expense,LKR
SYN-LARGE-04360,syn-user-0031,2025-02-21T09:45:07Z,7801.27,debit,Transport,Transport expense,LKR
SYN-LARGE-04361,syn-user-0236,2025-04-05T08:16:31Z,10011.43,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04362,syn-user-0169,2025-08-04T08:33:17Z,59303.69,debit,Housing,Housing expense,LKR
SYN-LARGE-04363,syn-user-0065,2025-11-09T22:47:17Z,11784.69,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04364,syn-user-0230,2026-02-15T13:53:50Z,9265.32,debit,Transport,Transport expense,LKR
SYN-LARGE-04365,syn-user-0166,2025-11-12T21:50:30Z,27436.22,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04366,syn-user-0043,2025-06-30T11:10:27Z,3344.86,debit,Debt,Debt expense,LKR
SYN-LARGE-04367,syn-user-0084,2026-01-15T06:02:46Z,5907.38,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04368,syn-user-0104,2025-03-15T07:27:19Z,45008.52,debit,Housing,Housing expense,LKR
SYN-LARGE-04369,syn-user-0233,2025-07-28T15:09:28Z,32601.14,credit,Gift,Gift transaction,LKR
SYN-LARGE-04370,syn-user-0258,2025-09-08T07:45:58Z,15132.73,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04371,syn-user-0146,2025-04-01T18:39:31Z,10694.79,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04372,syn-user-0074,2026-01-06T20:23:51Z,52531.25,debit,Housing,Housing expense,LKR
SYN-LARGE-04373,syn-user-0138,2025-10-20T13:43:36Z,4918.93,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04374,syn-user-0205,2025-10-28T11:50:44Z,86098.81,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04375,syn-user-0178,2025-03-31T16:29:12Z,63370.45,debit,Travel,Travel expense,LKR
SYN-LARGE-04376,syn-user-0128,2026-02-28T13:15:01Z,11578.90,debit,Travel,Travel expense,LKR
SYN-LARGE-04377,syn-user-0247,2025-04-30T12:03:11Z,8216.53,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04378,syn-user-0118,2025-08-05T21:59:16Z,3559.11,debit,Transport,Transport expense,LKR
SYN-LARGE-04379,syn-user-0012,2025-11-21T20:10:03Z,9560.43,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04380,syn-user-0124,2025-04-28T18:03:08Z,41314.43,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04381,syn-user-0128,2026-02-25T21:45:05Z,296561.80,credit,Salary,Salary transaction,LKR
SYN-LARGE-04382,syn-user-0188,2025-07-02T14:40:44Z,3111.42,debit,Education,Education expense,LKR
SYN-LARGE-04383,syn-user-0027,2025-05-20T15:21:25Z,32894.97,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04384,syn-user-0157,2025-02-06T17:54:05Z,2765.91,credit,Refund,Refund transaction,LKR
SYN-LARGE-04385,syn-user-0068,2025-06-14T22:04:37Z,62244.87,debit,Housing,Housing expense,LKR
SYN-LARGE-04386,syn-user-0047,2025-05-08T17:45:47Z,40769.74,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04387,syn-user-0115,2026-01-09T08:39:45Z,43342.42,debit,Debt,Debt expense,LKR
SYN-LARGE-04388,syn-user-0241,2025-02-26T16:22:31Z,34474.54,debit,Education,Education expense,LKR
SYN-LARGE-04389,syn-user-0063,2025-07-20T22:40:41Z,3571.51,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04390,syn-user-0068,2025-05-23T19:07:47Z,8134.91,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04391,syn-user-0211,2025-03-10T17:57:45Z,19783.78,debit,Food,Food expense,LKR
SYN-LARGE-04392,syn-user-0222,2025-05-02T06:29:27Z,59078.04,debit,Housing,Housing expense,LKR
SYN-LARGE-04393,syn-user-0038,2025-06-10T18:32:51Z,11294.52,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04394,syn-user-0184,2025-12-08T08:19:12Z,21429.18,debit,Debt,Debt expense,LKR
SYN-LARGE-04395,syn-user-0111,2025-12-21T22:02:47Z,60906.48,debit,Housing,Housing expense,LKR
SYN-LARGE-04396,syn-user-0020,2025-02-25T19:46:06Z,77702.60,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04397,syn-user-0026,2026-01-11T22:33:32Z,60843.10,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04398,syn-user-0286,2025-02-20T18:42:07Z,2190.30,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04399,syn-user-0198,2025-05-05T22:30:45Z,13190.79,debit,Food,Food expense,LKR
SYN-LARGE-04400,syn-user-0275,2026-01-11T17:59:26Z,74105.12,debit,Travel,Travel expense,LKR
SYN-LARGE-04401,syn-user-0024,2025-06-29T16:25:48Z,49340.90,debit,Savings,Savings expense,LKR
SYN-LARGE-04402,syn-user-0286,2025-10-02T22:02:00Z,14880.36,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04403,syn-user-0246,2025-03-21T09:43:42Z,12625.65,debit,Transport,Transport expense,LKR
SYN-LARGE-04404,syn-user-0149,2025-08-18T17:26:18Z,57681.66,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04405,syn-user-0010,2025-08-27T13:03:49Z,63093.08,debit,Housing,Housing expense,LKR
SYN-LARGE-04406,syn-user-0205,2025-11-06T17:06:41Z,69140.45,debit,Travel,Travel expense,LKR
SYN-LARGE-04407,syn-user-0131,2025-06-27T19:29:57Z,25816.55,debit,Debt,Debt expense,LKR
SYN-LARGE-04408,syn-user-0041,2025-05-14T19:24:33Z,12763.13,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04409,syn-user-0264,2026-01-06T08:55:35Z,14033.77,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04410,syn-user-0173,2026-01-26T15:22:27Z,5100.03,debit,Food,Food expense,LKR
SYN-LARGE-04411,syn-user-0024,2025-06-29T12:19:15Z,37160.97,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04412,syn-user-0046,2025-09-15T12:37:59Z,26577.02,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04413,syn-user-0076,2025-01-09T17:27:21Z,6218.11,debit,Transport,Transport expense,LKR
SYN-LARGE-04414,syn-user-0110,2025-05-03T13:01:43Z,19802.33,debit,Education,Education expense,LKR
SYN-LARGE-04415,syn-user-0103,2025-02-20T11:53:26Z,44849.73,debit,Travel,Travel expense,LKR
SYN-LARGE-04416,syn-user-0056,2025-07-10T06:54:06Z,27258.61,debit,Education,Education expense,LKR
SYN-LARGE-04417,syn-user-0074,2025-05-15T15:21:20Z,14378.14,debit,Transport,Transport expense,LKR
SYN-LARGE-04418,syn-user-0013,2025-12-03T07:32:47Z,33099.80,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04419,syn-user-0019,2025-12-07T21:25:40Z,76335.00,debit,Travel,Travel expense,LKR
SYN-LARGE-04420,syn-user-0235,2025-05-02T18:06:25Z,6269.08,debit,Education,Education expense,LKR
SYN-LARGE-04421,syn-user-0110,2025-01-07T13:33:14Z,38825.02,credit,Gift,Gift transaction,LKR
SYN-LARGE-04422,syn-user-0031,2025-01-15T16:10:39Z,140859.66,credit,Salary,Salary transaction,LKR
SYN-LARGE-04423,syn-user-0158,2025-11-13T14:06:28Z,41110.77,debit,Housing,Housing expense,LKR
SYN-LARGE-04424,syn-user-0291,2025-10-17T14:26:48Z,10108.67,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04425,syn-user-0199,2025-03-20T17:06:33Z,28034.29,debit,Education,Education expense,LKR
SYN-LARGE-04426,syn-user-0194,2025-03-22T16:40:25Z,57019.29,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04427,syn-user-0029,2025-01-03T13:57:18Z,9295.82,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04428,syn-user-0020,2025-07-10T20:54:54Z,22563.18,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04429,syn-user-0053,2025-04-05T07:52:16Z,32672.19,debit,Savings,Savings expense,LKR
SYN-LARGE-04430,syn-user-0053,2025-09-22T22:56:58Z,11924.74,debit,Transport,Transport expense,LKR
SYN-LARGE-04431,syn-user-0007,2025-06-22T09:54:11Z,13509.34,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04432,syn-user-0112,2025-10-24T14:31:40Z,8523.22,credit,Refund,Refund transaction,LKR
SYN-LARGE-04433,syn-user-0018,2025-10-26T16:08:30Z,6046.10,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04434,syn-user-0201,2025-11-10T15:19:19Z,73497.28,debit,Travel,Travel expense,LKR
SYN-LARGE-04435,syn-user-0080,2025-01-08T10:16:34Z,48876.97,credit,Gift,Gift transaction,LKR
SYN-LARGE-04436,syn-user-0279,2026-03-05T20:15:29Z,9107.91,debit,Food,Food expense,LKR
SYN-LARGE-04437,syn-user-0040,2025-06-03T09:58:34Z,11418.82,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04438,syn-user-0017,2025-12-23T09:58:16Z,15845.29,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04439,syn-user-0063,2025-11-06T06:24:05Z,48031.49,debit,Savings,Savings expense,LKR
SYN-LARGE-04440,syn-user-0013,2025-05-16T09:53:06Z,24833.94,debit,Food,Food expense,LKR
SYN-LARGE-04441,syn-user-0298,2026-02-16T18:42:43Z,11404.11,debit,Transport,Transport expense,LKR
SYN-LARGE-04442,syn-user-0074,2025-06-05T12:18:04Z,17245.77,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04443,syn-user-0024,2025-04-23T08:33:06Z,2776.61,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04444,syn-user-0057,2025-10-15T16:58:05Z,1005.80,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04445,syn-user-0119,2025-03-22T06:19:19Z,14123.36,debit,Food,Food expense,LKR
SYN-LARGE-04446,syn-user-0231,2025-01-20T14:50:03Z,1039.54,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04447,syn-user-0198,2025-08-21T22:29:33Z,142294.10,credit,Salary,Salary transaction,LKR
SYN-LARGE-04448,syn-user-0109,2025-02-05T17:48:58Z,132489.45,credit,Salary,Salary transaction,LKR
SYN-LARGE-04449,syn-user-0200,2025-05-20T10:29:20Z,14275.94,debit,Transport,Transport expense,LKR
SYN-LARGE-04450,syn-user-0242,2025-11-04T14:01:14Z,39384.72,debit,Housing,Housing expense,LKR
SYN-LARGE-04451,syn-user-0110,2025-08-19T22:28:00Z,29163.97,debit,Debt,Debt expense,LKR
SYN-LARGE-04452,syn-user-0118,2025-05-07T15:05:11Z,5810.48,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04453,syn-user-0208,2025-06-03T13:10:27Z,19880.11,credit,Gift,Gift transaction,LKR
SYN-LARGE-04454,syn-user-0231,2025-06-29T07:22:31Z,20570.58,debit,Food,Food expense,LKR
SYN-LARGE-04455,syn-user-0204,2025-05-04T06:34:38Z,2774.08,credit,Gift,Gift transaction,LKR
SYN-LARGE-04456,syn-user-0208,2025-11-26T11:20:14Z,23817.36,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04457,syn-user-0203,2025-01-20T14:28:18Z,1251.95,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04458,syn-user-0267,2025-07-24T18:49:40Z,19388.46,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04459,syn-user-0299,2026-02-22T22:04:29Z,11585.83,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04460,syn-user-0007,2025-11-29T07:58:57Z,3633.83,debit,Food,Food expense,LKR
SYN-LARGE-04461,syn-user-0234,2026-02-13T13:41:30Z,14112.89,debit,Food,Food expense,LKR
SYN-LARGE-04462,syn-user-0161,2025-10-21T12:52:59Z,10884.00,debit,Debt,Debt expense,LKR
SYN-LARGE-04463,syn-user-0019,2025-08-16T08:28:06Z,26289.43,debit,Food,Food expense,LKR
SYN-LARGE-04464,syn-user-0294,2025-12-27T14:39:01Z,64656.92,debit,Housing,Housing expense,LKR
SYN-LARGE-04465,syn-user-0088,2025-02-17T17:21:54Z,2625.98,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04466,syn-user-0217,2025-08-18T13:42:42Z,26607.71,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04467,syn-user-0266,2025-06-05T16:23:10Z,29562.88,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04468,syn-user-0118,2025-10-18T06:52:13Z,31270.04,debit,Education,Education expense,LKR
SYN-LARGE-04469,syn-user-0120,2025-07-04T07:19:39Z,59192.40,debit,Housing,Housing expense,LKR
SYN-LARGE-04470,syn-user-0300,2025-10-26T17:13:46Z,16764.52,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04471,syn-user-0198,2026-01-03T20:15:06Z,24923.52,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04472,syn-user-0233,2025-04-21T10:17:32Z,16982.99,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04473,syn-user-0254,2026-01-03T17:54:33Z,9886.35,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04474,syn-user-0193,2025-06-18T10:55:30Z,10323.05,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04475,syn-user-0199,2025-10-11T08:59:15Z,9519.36,debit,Food,Food expense,LKR
SYN-LARGE-04476,syn-user-0141,2025-10-23T21:58:38Z,318891.14,credit,Salary,Salary transaction,LKR
SYN-LARGE-04477,syn-user-0200,2025-08-14T17:35:41Z,1170.04,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04478,syn-user-0052,2025-09-02T10:07:56Z,21457.83,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04479,syn-user-0063,2025-07-18T12:59:56Z,170994.44,credit,Salary,Salary transaction,LKR
SYN-LARGE-04480,syn-user-0190,2026-01-20T20:00:06Z,9293.66,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04481,syn-user-0152,2025-12-06T21:00:54Z,29574.32,debit,Savings,Savings expense,LKR
SYN-LARGE-04482,syn-user-0119,2025-11-03T21:44:53Z,14821.93,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04483,syn-user-0051,2026-01-06T10:23:20Z,12528.45,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04484,syn-user-0065,2025-11-06T06:39:59Z,9107.03,debit,Savings,Savings expense,LKR
SYN-LARGE-04485,syn-user-0089,2025-07-19T08:50:50Z,57090.96,credit,Salary,Salary transaction,LKR
SYN-LARGE-04486,syn-user-0057,2025-12-08T16:27:04Z,21908.72,debit,Housing,Housing expense,LKR
SYN-LARGE-04487,syn-user-0213,2025-02-06T14:50:16Z,8508.53,debit,Education,Education expense,LKR
SYN-LARGE-04488,syn-user-0264,2025-02-11T06:03:43Z,307347.63,credit,Salary,Salary transaction,LKR
SYN-LARGE-04489,syn-user-0285,2025-09-20T15:42:24Z,10467.65,credit,Gift,Gift transaction,LKR
SYN-LARGE-04490,syn-user-0294,2025-11-16T18:30:08Z,27777.34,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04491,syn-user-0101,2025-12-12T14:33:07Z,4534.03,debit,Food,Food expense,LKR
SYN-LARGE-04492,syn-user-0253,2025-12-13T13:40:26Z,37998.81,debit,Education,Education expense,LKR
SYN-LARGE-04493,syn-user-0186,2025-06-12T10:04:49Z,18147.71,debit,Food,Food expense,LKR
SYN-LARGE-04494,syn-user-0272,2025-10-08T12:48:05Z,7414.00,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04495,syn-user-0270,2026-01-08T18:04:40Z,3377.16,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04496,syn-user-0115,2026-03-01T09:44:40Z,52547.90,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04497,syn-user-0224,2025-11-08T08:26:54Z,19466.85,debit,Travel,Travel expense,LKR
SYN-LARGE-04498,syn-user-0237,2025-08-11T08:45:36Z,3302.89,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04499,syn-user-0117,2025-12-04T10:56:56Z,18291.64,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04500,syn-user-0206,2026-02-17T13:29:37Z,7370.12,debit,Food,Food expense,LKR
SYN-LARGE-04501,syn-user-0134,2025-11-06T11:59:11Z,16137.32,debit,Debt,Debt expense,LKR
SYN-LARGE-04502,syn-user-0161,2025-04-05T14:19:43Z,23086.70,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04503,syn-user-0267,2025-05-23T19:49:45Z,9974.64,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04504,syn-user-0278,2025-08-11T09:04:19Z,2138.00,credit,Refund,Refund transaction,LKR
SYN-LARGE-04505,syn-user-0114,2025-04-24T22:01:20Z,7309.28,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04506,syn-user-0288,2025-09-13T17:38:43Z,15096.16,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04507,syn-user-0029,2026-01-30T11:49:30Z,21259.41,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04508,syn-user-0272,2025-09-03T17:36:06Z,26071.33,debit,Housing,Housing expense,LKR
SYN-LARGE-04509,syn-user-0078,2025-01-09T13:29:10Z,21036.03,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04510,syn-user-0060,2025-07-31T18:46:01Z,38698.40,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04511,syn-user-0111,2025-03-16T06:11:39Z,4805.87,credit,Refund,Refund transaction,LKR
SYN-LARGE-04512,syn-user-0164,2025-06-26T21:29:49Z,26630.39,debit,Debt,Debt expense,LKR
SYN-LARGE-04513,syn-user-0117,2026-01-05T17:31:54Z,10811.53,debit,Debt,Debt expense,LKR
SYN-LARGE-04514,syn-user-0297,2025-06-11T10:16:46Z,17108.13,debit,Food,Food expense,LKR
SYN-LARGE-04515,syn-user-0232,2025-05-18T12:25:59Z,4609.77,debit,Food,Food expense,LKR
SYN-LARGE-04516,syn-user-0234,2025-01-07T17:25:41Z,6672.60,credit,Refund,Refund transaction,LKR
SYN-LARGE-04517,syn-user-0238,2025-08-09T15:46:54Z,46948.31,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04518,syn-user-0083,2025-04-16T07:23:25Z,1706.27,credit,Gift,Gift transaction,LKR
SYN-LARGE-04519,syn-user-0128,2025-01-17T11:40:16Z,63850.00,debit,Travel,Travel expense,LKR
SYN-LARGE-04520,syn-user-0287,2025-03-13T11:51:07Z,11607.80,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04521,syn-user-0021,2025-08-30T08:10:40Z,48654.47,debit,Travel,Travel expense,LKR
SYN-LARGE-04522,syn-user-0226,2025-04-28T15:34:22Z,34597.36,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04523,syn-user-0077,2025-04-05T06:04:39Z,194221.19,credit,Salary,Salary transaction,LKR
SYN-LARGE-04524,syn-user-0230,2025-01-12T14:53:43Z,8854.39,debit,Transport,Transport expense,LKR
SYN-LARGE-04525,syn-user-0036,2025-08-12T19:48:56Z,8115.77,debit,Transport,Transport expense,LKR
SYN-LARGE-04526,syn-user-0108,2025-11-19T16:22:21Z,6925.25,debit,Food,Food expense,LKR
SYN-LARGE-04527,syn-user-0047,2025-12-17T08:02:32Z,62978.77,debit,Housing,Housing expense,LKR
SYN-LARGE-04528,syn-user-0059,2025-11-13T10:08:27Z,69866.76,debit,Travel,Travel expense,LKR
SYN-LARGE-04529,syn-user-0089,2025-04-17T06:28:08Z,27860.79,debit,Housing,Housing expense,LKR
SYN-LARGE-04530,syn-user-0067,2025-05-04T22:14:00Z,11568.60,debit,Transport,Transport expense,LKR
SYN-LARGE-04531,syn-user-0098,2025-12-09T14:12:29Z,13341.60,debit,Transport,Transport expense,LKR
SYN-LARGE-04532,syn-user-0170,2026-02-18T10:54:35Z,344280.23,credit,Salary,Salary transaction,LKR
SYN-LARGE-04533,syn-user-0016,2025-11-07T13:07:27Z,21574.46,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04534,syn-user-0219,2025-11-10T15:00:15Z,43998.35,debit,Travel,Travel expense,LKR
SYN-LARGE-04535,syn-user-0106,2025-01-01T08:01:24Z,20089.49,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04536,syn-user-0051,2025-08-12T06:43:34Z,22233.08,debit,Debt,Debt expense,LKR
SYN-LARGE-04537,syn-user-0148,2025-05-29T09:21:46Z,25391.57,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04538,syn-user-0049,2025-09-08T19:53:44Z,9331.44,debit,Transport,Transport expense,LKR
SYN-LARGE-04539,syn-user-0088,2025-09-22T09:22:00Z,39007.59,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-04540,syn-user-0163,2026-02-23T19:39:36Z,14482.69,credit,Refund,Refund transaction,LKR
SYN-LARGE-04541,syn-user-0213,2025-02-20T11:45:21Z,3046.12,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04542,syn-user-0191,2025-03-23T11:08:42Z,10537.15,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-04543,syn-user-0283,2025-01-25T20:41:28Z,19800.27,debit,Travel,Travel expense,LKR
SYN-LARGE-04544,syn-user-0156,2025-05-01T15:31:25Z,16491.60,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04545,syn-user-0090,2025-06-24T17:02:49Z,19885.80,debit,Savings,Savings expense,LKR
SYN-LARGE-04546,syn-user-0055,2025-02-14T16:20:32Z,78747.88,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-04547,syn-user-0223,2026-03-04T11:25:02Z,21419.61,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-04548,syn-user-0114,2025-02-12T06:15:01Z,12068.31,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-04549,syn-user-0131,2025-07-03T22:00:45Z,80507.78,debit,Travel,Travel expense,LKR
SYN-LARGE-04550,syn-user-0242,2025-03-02T15:52:57Z,2954.80,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04551,syn-user-0068,2025-04-02T16:44:49Z,5553.36,debit,Utilities,Utilities expense,LKR
SYN-LARGE-04552,syn-user-0152,2025-12-05T07:20:47Z,39869.47,debit,Debt,Debt expense,LKR
SYN-LARGE-04553,syn-user-0181,2025-10-16T08:06:43Z,20687.38,debit,Shopping,Shopping expense,LKR
SYN-LARGE-04554,syn-user-0097,2026-02-07T13:01:45Z,36392.94,debit,Debt,Debt expense,LKR
SYN-LARGE-04555,syn-user-0157,2026-01-24T20:55:16Z,29175.41,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-04556,syn-user-0167,2026-01-28T18:00:35Z,5194.08,debit,Food,Food expense,LKR
SYN-LARGE-04557,syn-user-0292,2025-07-02T07:51:48Z,22252.08,debit,Debt,Debt expense,LKR
SYN-LARGE-04558,syn-user-0056,2025-06-28T12:12:24Z,3950.71,debit,Transport,Transport expense,LKR
SYN-LARGE-04559,syn-user-0268,2025-11-01T22:12:17Z,18364.83,debit,Housing,Housing expense,LKR
SYN-LARGE-04560,syn-user-0235,2025-08-10T22:40:36Z,6247.62,debit,Food,Food expense,LKR
